X,Y,osm_id,shop,name,brand,addr:housenumber,amenity,operator,addr:housename,access,layer,brand:wikidata,brand:wikipedia,opening_hours,atm,addr:city,addr:street,fuel:HGV_diesel,fuel:biodiesel,fuel:octane_98,fuel:octane_80,fuel:octane_91,website,phone,name:en,addr:postcode,wheelchair,toilets:wheelchair,alt_name,cuisine,atm:operator,addr:unit,diet:halal,addr:province,level,contact:facebook,self_service,full_service,ice,lottery,canada_post,fireworks,owner,email,old_name,description,post_office,payment:mastercard,payment:cash,payment:visa,opendata:type,washroom,name:it,self_serve,fuel:diesel,payment:debit_cards,payment:credit_cards,wheelchair:description,moneygram,FIXME,lotto,unit,opening_hours:covid19,drink:club-mate:note,drink:club-mate,hst_number,payment:interac,store_ref,short_name,payment:american_express,western_union,ttc_tickets,gst_number,opening_hours:signed,payment:coins,service:fax,service:copy,video_rental,fuel:cng,mapillary,survey:date,name:ja,retail
-79.7977036,43.3464219,1969234530,convenience,SnackExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7946561,43.3455078,1713586924,convenience,7-Eleven,7-Eleven,,,,,,,Q259340,en:7-Eleven,,,,,,,,,,https://www.7-eleven.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7957591,43.3711779,3787725630,convenience,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,CIBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7791979,43.3593812,7061209085,convenience,Circle K,Circle K,,,,,,,Q3268010,en:Circle K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7691823,43.3546726,3760804717,convenience,The Wandering Scott British Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7690702,43.3547897,3760804708,convenience,Mac's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.754553,43.3671871,3997758980,convenience,Big Bear Food Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7554382,43.3691475,3997758978,convenience,Anytime Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7340368,43.3670879,3997798096,convenience,Ted's Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7329051,43.3676405,419372334,convenience,Real Convenience Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8020331,43.3842825,1558716156,convenience,N.E. Mart,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7905097,43.3918104,1541725334,convenience,Hasty Market,Hasty Market,,,,,,,Q58022603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7917412,43.3942423,3732147422,convenience,Cigars Etc.,,2000,,,,,,,,,,Burlington,Appleby Line,,,,,,,,,L7L 7H7,,,,,,G2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7893536,43.3936308,3297995858,convenience,On the Run,,,,Esso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7821464,43.3872065,2669546092,convenience,The Verve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7482503,43.3883614,2022283965,convenience,Hasty Market,Hasty Market,,,,,,,Q58022603,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7302833,43.4028248,4019939341,convenience,Sheridan Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7119476,43.3945073,4020068168,convenience,Mini Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7066549,43.3988997,385027454,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7155254,43.4178267,2796749573,convenience,Convenience Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7057861,43.4121614,2796919572,convenience,Hopedale Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.767361,43.4429,3556588960,convenience,Mac's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7464861,43.4296533,1726334695,convenience,Heritage Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7408963,43.4370983,1960821080,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7171027,43.417992,2796749572,convenience,On the Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7272046,43.4264461,2340691807,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7587229,43.4504717,441992356,convenience,Kitchen Food Fair Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7388359,43.4517322,3637301914,convenience,West Oaks Convenience Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.71969,43.4403731,2292634410,convenience,Daisy Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7443805,43.4646156,3898999509,convenience,On the Run,,,,Esso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.746378,43.4660445,4868553925,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.742832,43.4653176,2138422584,convenience,Neyagawa Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7262264,43.4760139,420277631,convenience,CircleK,,,,,,,,,,,,,,,,,,,http://www.macs.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6873615,43.4281878,558655883,convenience,Okhee's Corner Store,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6782348,43.4373094,558655909,convenience,Becker’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6936235,43.441125,2293144061,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6848686,43.4457377,2876286947,convenience,M & M Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.683288,43.444488,1916248170,convenience,Oakville Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6860181,43.4553498,1862505926,convenience,Celebrity Tabacco & Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.689496,43.456796,6681801546,convenience,2J’s Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6823591,43.4555321,878219013,convenience,Gateway on the Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6768033,43.4527898,1978695324,convenience,Bong's Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6820459,43.4578642,6681860375,convenience,Circle K,Circle K,,,,,,,Q3268010,en:Circle K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6652931,43.4487228,2022459199,convenience,Shoreline Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7099453,43.4647051,292646067,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7068949,43.4697275,292747892,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6856951,43.4646252,878224244,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6937674,43.4834087,2288669842,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.713364,43.484648,1979554276,convenience,Hasty Market,Hasty Market,,,,,,,Q58022603,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7154496,43.4906698,3143192807,convenience,Petro-Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.658143,43.4803494,3547670776,convenience,,,,,Esso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6515167,43.4883051,1862244360,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.660883,43.499812,2498066685,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6506854,43.4994352,1853704021,convenience,Hasty Market,,,,,,,,,,"Mo-Th 06:30-23:00; Fr 06:30-00:00; Sa 08:00-00:00; Su 08:00-23:00",,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7516958,43.5492915,1014408719,convenience,7-Eleven,7-Eleven,,,,,,,Q259340,en:7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.725133,43.543652,1517018311,convenience,Stop & Shop,,,,,,,,,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.775421,43.5667747,3759021226,convenience,The Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7707224,43.5792878,3976326756,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7788983,43.5833301,3976482944,convenience,Derry Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7732804,43.5867707,1583425840,convenience,Hasty Market,,,,,,,,,,,,,,,,,,,http://www.hastymarketcorp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7559954,43.5575196,2014556997,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7440501,43.558603,1667743976,convenience,Big Bazaar,,,,,,,,,,,,,,,,,,,,,,,,,Big Bazaar Discount Store Grocery and Halal Meat,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
